gene	s_10	s_11	s_12	s_13	s_2	s_20	s_21	s_22	s_25	s_26	s_27	s_29	s_3	s_30	s_4	s_5	s_9
rbsn	8.78296732532583	8.93339298622764	9.14938134977069	9.28474037816212	8.92015892975025	9.67771173231158	9.14054536380169	9.10868664577325	9.29112530264045	9.63275916431806	9.4848186166233	9.17284794103971	9.02483441382141	9.52436376902991	8.50837456448996	9.053726129834	9.12642215654611
rcan3	8.3308860272863	8.59992869966726	8.72687885663902	8.86969950009613	8.04901869869407	8.71847229825958	8.44149836083002	8.62407267892679	8.86595357783554	8.65653845256886	8.83900813811574	9.04031218400304	8.25069199782399	9.14062104468968	7.95025565532009	8.36355487305348	8.71598311034725
retreg2	9.65724558345101	9.91018702177434	9.7793257315026	9.93277043639621	9.65091931342894	10.421123919783	10.0033147595481	9.94242086706734	9.92798086895565	9.64917439562602	10.0549535174739	10.2502038456719	9.70382055381165	10.2372432937934	9.47937062649014	9.57426131389437	9.72673472460663
rev1	8.15631639557313	8.10043526238973	8.23119252854753	8.52713279236719	8.04901869869407	8.54842197150195	8.22049704579987	8.41165491394283	8.66682568617932	8.33200343220619	8.49753055396209	8.45403555352878	8.19833690734039	8.62204255171234	7.67162174475986	8.23258253296768	8.31536616274049
rgl1	10.0744528464169	10.1347209321859	9.68083636159746	9.87672427119005	10.0788300483545	9.88235493525139	10.143580296443	9.96289562533067	9.51958374390901	9.4626865543149	9.6356793140935	9.77520067406946	10.2989894976108	9.59459955859248	10.805133520604	9.85655729641665	9.95926537219326
rhbdf1	8.03256621229296	8.08453345701883	7.86542820182208	7.82903034722361	7.80985823047501	7.54294667220808	7.6526369543382	7.79982795710703	7.35841833960403	7.68235093617157	7.47734213926589	7.84964455040552	7.84035663392805	7.4453493403499	8.152447351495	7.99234721264315	7.98425133638244
rhbdl2	9.65283788251286	9.23668923280116	9.56762956227491	9.11971113686075	10.1693251620613	9.20544039195275	9.19241273874859	9.42901923789037	8.80981095619006	8.943368943151	9.17590772449381	9.37420111225992	9.35579107074079	8.93234723444891	10.2159043936558	9.23682566264167	9.05954962609827
rmdn2	7.83917987535184	8.11093559824133	8.03025629977932	7.88719589541787	7.98922275069008	8.15058165106612	8.0281322386412	7.96490046614145	8.37781118565458	8.40654040125827	8.1472424312862	8.3305699248367	7.73567016936529	8.14180666562896	7.52113589855674	8.02174107461825	7.80765764601039
rnf13	9.04418714076995	9.22486269467277	9.28770796083219	9.01933481314673	9.10432120625299	9.57158492714939	9.49211272606706	9.35022349830389	9.3486837388184	9.56515335983596	9.29455305883355	9.25980104293804	9.06475536789365	9.43707208645042	9.05968539825763	8.9068646184834	9.333823969654
rnf151	7.39432218711668	7.74089631485734	7.74098433940253	7.85842486955578	7.29009141379401	8.34631640246518	7.60281578263257	7.66126635597064	8.17402162624176	8.80297974060494	7.94169954809525	8.06252162059184	7.55368538277142	8.3306828686651	7.29637103054387	7.62496004678528	7.80065447126849
rnf19a	10.9166936763442	10.6746851204034	10.7959971579643	10.7840798717202	10.8766005084366	10.5494507782713	10.7539298574	10.5996923004419	10.5068203131964	10.5485388677851	10.6902768478987	10.6998662121286	10.7605116237974	10.5143280429016	11.0033527456311	10.8368713372375	10.631769159115
